ticker,company_name,sector,industry,country,market_cap,total_esg_score,environment_score,social_score,governance_score,controversy_level,environment_pillar_score,social_pillar_score,governance_pillar_score,carbon_emissions,water_usage,waste_generation,employee_turnover,diversity_score,board_independence,controversy_score,co2_emissions_per_capita,renewable_energy_pct,forest_area_pct,corruption_index,human_development_index
COMP469,Consumer Goods Company 469,Technology,Hardware,Germany,3979990089296.347,68.52935592871516,67.81097911685386,63.581364243174434,74.19572442611717,1,48.18067101499182,75.77702159448764,66.8980963235989,114300.15783116865,484267.63244047115,59255.521259170986,13.410145170000911,73.38206795745675,70.38295601482947,0,8.5,17.4,32.7,80,0.947
COMP470,Real Estate Company 470,Consumer Goods,Apparel,United States,29746854227158.445,61.289754157866376,60.49180544577894,74.86714716818743,48.51030985963275,0,52.50466240389338,52.83778530324017,84.68104799260377,1467340.8842236248,,47368.85728210722,21.173795879085926,55.50322457570357,54.00476249063092,0,15.2,12.6,33.9,67,0.926
COMP471,Energy Company 471,Healthcare,Pharmaceuticals,South Korea,34096640379650.848,78.09164767046882,79.69870145730688,95.0,59.57624155409957,1,47.90088021767241,49.48430942890692,68.39110842570986,14430143.117941199,93365.07769618071,406798.87946393114,,63.099491039845795,,1,12.3,2.7,63.9,62,0.925
COMP472,Real Estate Company 472,Utilities,Renewable Utilities,United States,1628504207904.6096,57.84884730156697,50.05909892956778,49.1187308941473,74.36871208098584,0,54.131114052560456,34.26530716989211,56.8617344447606,2297890.4487326546,171526.38521835287,5401.05856132918,13.552876633423127,58.14012836941229,68.72539344721514,1,15.2,12.6,33.9,67,0.926
COMP473,Consumer Goods Company 473,Technology,Semiconductors,Canada,8554395665421.045,76.36229048549332,,69.57478528818659,86.5603020714746,2,70.21791570185967,52.339664295228374,61.337656839867186,846000.4061127971,112627.51926084796,217753.99746614686,20.037628591086545,73.84580158896225,72.99193107898026,3,15.4,18.9,38.7,77,0.936
COMP474,Energy Company 474,Energy,Energy Equipment,France,5694541446219.484,51.92802512239958,44.0801487740141,44.970059688830474,66.73386690435417,5,56.82548496738999,75.52640527833186,91.630716398888,7542373.641817976,,48632.40381394085,16.861070571250607,73.8275905109314,74.05639334339817,0,4.6,11.7,31.5,69,0.903
COMP475,Real Estate Company 475,Energy,Oil & Gas,Australia,1149815404268.0032,52.47457250183823,52.45890665978438,55.117311734237326,49.84749911149299,4,78.79894356325343,69.08690519075822,78.89835475136547,2947292.3496742304,542846.2773471387,111443.81892116621,10.477869152263816,46.13723096640059,79.44131700722676,1,16.8,7.1,16.2,75,0.951
COMP476,Materials Company 476,Real Estate,Other,United States,13535002089643.543,63.02513594044344,54.94870690596696,64.93243894781116,69.19426196755218,2,66.4341145145373,68.48047950390165,62.20190609884729,,155160.81691721955,19428.76979944966,16.580113409231426,59.96307720404063,68.22113637445048,4,15.2,12.6,33.9,67,0.926
COMP477,Healthcare Company 477,Technology,Hardware,United States,17656853306599.965,68.80856808231135,84.65222903710423,57.90242979060589,63.87104541922393,3,60.0979096002142,66.96805242557764,77.45184897906293,3013356.664753544,186674.94347540487,43515.680969690286,16.256746773036134,61.5058167550139,73.16880801869543,1,15.2,12.6,33.9,67,0.926
COMP478,Technology Company 478,Healthcare,Medical Devices,United States,2535198377663.097,70.75163569970086,63.397710039312315,72.90636018831864,75.95083687147162,3,71.21407359452552,47.07586870912746,73.83000223323619,6485177.641599755,177559.79950708745,252033.02718277264,18.69708786034951,34.81203865645037,56.73125584524581,1,15.2,12.6,33.9,67,0.926
COMP479,Healthcare Company 479,Real Estate,Other,Germany,1929288221040.3066,64.57326965061179,69.47829611052902,49.36682025061343,74.87469259069292,1,83.5815687942478,68.9262684540287,66.63774484389214,13982595.221481977,679014.757784262,6130.011672350141,18.907138133477023,43.941762971758536,84.63367082982587,1,8.5,17.4,32.7,80,0.947
COMP480,Consumer Goods Company 480,Real Estate,Other,Canada,166286031942.02786,63.18487684409045,59.96910176966511,58.418983978435904,71.16654478417031,1,66.07915399825518,72.78036372199132,60.84955105392624,4313535.893686257,65910.38883819689,9064.77105372599,8.89933634714859,69.79885328105506,,3,15.4,18.9,38.7,77,0.936
COMP481,Financial Services Company 481,Industrials,Aerospace,United States,17702249051798.87,58.540932567704715,65.37822157528544,,53.97328114392447,1,50.77422946617352,54.81778213777214,75.74099426563339,47905768.78280128,48218.70784337478,30820.611498950257,14.36189248686272,57.99680094122953,61.53213345257506,1,15.2,12.6,33.9,67,0.926
COMP482,Technology Company 482,Consumer Goods,Consumer Electronics,Germany,36025204456453.99,63.38736555797675,62.578723555823714,56.80844883309712,70.77492428500942,0,58.5231692350785,54.18630303651609,49.16028985185747,1911819.7456311095,,403961.91913793376,,49.87455097153796,72.81920030823802,1,8.5,17.4,32.7,80,0.947
COMP483,Utilities Company 483,Materials,Other,Germany,2989013322063.808,61.89824779716226,52.10900326358126,56.46239144398388,77.12334868392166,1,62.52298199344678,73.49985686840651,71.09395821459205,828460.1202892317,122849.37415795823,39204.34458580705,,,79.40829494339582,1,8.5,17.4,32.7,80,0.947
COMP484,Materials Company 484,Energy,Renewable Energy,United States,224808924728674.62,52.73151995448692,43.520985950037876,42.95401759548667,71.71955631793622,2,83.53298695871837,78.39568730102661,67.08646076918862,10537639.790791772,60332.083280243,76858.83839898101,19.11068965129469,53.75913078746874,66.70437424108488,2,15.2,12.6,33.9,67,0.926
COMP485,Utilities Company 485,Materials,Other,China,237904338727181.3,71.88090650516979,79.66760274401133,66.30500096787155,69.67011580362653,0,35.92840608842741,72.47085281199895,67.77957552646446,5298519.108278169,144854.09653122333,59144.143401605106,7.798860925673629,52.06286038130563,,3,7.4,12.4,23.0,42,0.768
COMP486,Energy Company 486,Energy,Renewable Energy,Japan,36805010838790.53,53.55854170220531,36.64537858108541,58.52335812466211,65.5068884008684,4,70.58567210787639,73.98571577410024,77.86973432132446,13624040.740793245,365465.4311570112,132775.82424400072,3.0,30.059140767755707,48.82399208559388,2,8.7,7.6,68.5,73,0.925
COMP487,Technology Company 487,Technology,Software,United States,359443254107483.75,73.87955991326105,76.74647702644887,75.28154696037731,,0,78.21339369821776,58.9651832466722,84.75417033071523,11384228.16009902,41987.386439751885,687209.7705150931,,70.4371257174172,63.32246391535893,0,15.2,12.6,33.9,67,0.926
COMP488,Utilities Company 488,Technology,Hardware,India,221948878374361.75,70.57911694533537,68.5155961358821,70.27539610342664,72.94635859669734,3,57.6667335879535,71.54984839685596,53.60304298683142,4020983.0052087987,35501.84314861087,1090801.9357067018,24.118141795189857,52.870540511266135,66.89757078819736,1,1.9,9.8,24.1,40,0.645
COMP489,Utilities Company 489,Real Estate,Other,United Kingdom,4421655796580.327,61.41075001868352,60.27815211674615,60.91833998912847,63.03575795017594,3,54.061824661384534,74.82225872122851,75.91599283768056,24631768.330185413,,87660.27944574533,3.6227166483908135,52.81244640490205,83.26166436675665,0,5.4,13.8,13.1,77,0.932
COMP490,Real Estate Company 490,Materials,Other,United States,21581320045095.32,73.45451640202039,,,,2,80.80728224828424,81.81353715418396,78.91253710376546,8532072.064554531,,17532.34385231818,12.402096593339019,75.02068599665344,,4,15.2,12.6,33.9,67,0.926
COMP491,Healthcare Company 491,Consumer Goods,Retail,United States,56948807592571.305,67.69275692436301,57.34449099851529,,79.30753274251364,5,63.509432349306934,55.45795961665464,56.32439380863434,2851990.3901159093,44734.02636144092,50257.58984722564,14.1013051367939,46.67746176496835,95.0,2,15.2,12.6,33.9,67,0.926
COMP492,Real Estate Company 492,Real Estate,Other,Germany,319588014250965.94,70.1181922653449,66.13590345104029,71.01464969009226,73.20402365490216,1,50.795134216565835,68.43173988373378,61.028517212320864,739849.5939723543,1010717.6012562228,4616.436448121504,9.448187807317076,67.54193335430364,49.13903637225784,3,8.5,17.4,32.7,80,0.947
COMP493,Technology Company 493,Consumer Goods,Consumer Electronics,Germany,72346547757388.77,74.21249452782975,66.01416718376646,79.22097196999258,77.40234442973022,0,60.4905629135004,65.95008870532074,69.41809197527317,,271823.20653669717,546447.3252025577,14.565647106328905,60.10169190987124,87.54995908908023,1,8.5,17.4,32.7,80,0.947
COMP494,Technology Company 494,Financial Services,Investment Banking,Australia,42967736343282.08,62.08435572294542,56.238519358326705,,66.40011758368608,0,70.61571627086833,76.89145868706065,52.82672513252646,9116207.385050397,37155.1559383876,38663.07435529174,7.6689154583552,77.59691639402395,45.47588420629832,0,16.8,7.1,16.2,75,0.951
COMP495,Consumer Goods Company 495,Real Estate,Other,United States,51705095838712.47,72.83203403344082,75.90245251809668,79.41259457456177,63.18105500766399,2,65.36358611646475,61.65786892282123,86.8259560672295,485045.8663475058,570910.5141560287,44097.1321485547,20.72775511490824,60.336604271231295,82.63022365311873,0,15.2,12.6,33.9,67,0.926
COMP496,Real Estate Company 496,Utilities,Water Utilities,Japan,960539362155368.2,58.999164062417606,52.27828738599562,64.90990340233085,59.809301398926365,4,57.083509080159985,68.05184435693859,70.17983637318156,8529350.264717089,391164.47212636645,324556.3794848471,11.716084754243592,54.53200545185088,,0,8.7,7.6,68.5,73,0.925
COMP497,Industrials Company 497,Energy,Renewable Energy,India,517520156637.274,53.36711855110999,50.713076795372906,52.20181356226797,57.1864652956891,3,67.42415270903045,78.2327391648112,56.090579258597096,10272856.846494798,72126.78819338244,284367.81976362504,16.432371593404064,32.084605624705674,73.96675409493295,0,1.9,9.8,24.1,40,0.645
COMP498,Healthcare Company 498,Utilities,Water Utilities,France,125048695822008.52,58.544326907371975,,55.84391022705381,65.04198674663135,4,75.0529994287349,82.61771759896212,67.00076791961354,1824754.8620738033,11772.876542723805,231181.90816012348,20.570134512140882,53.68384528630783,83.80500733674651,1,4.6,11.7,31.5,69,0.903
COMP499,Technology Company 499,Energy,Renewable Energy,China,14301779674985.182,48.450088822084844,38.98445070667962,40.95975271569064,,2,60.90245517772722,55.952582987734054,66.55154429366414,3943788.882004213,458964.0080742163,45964.042781751596,22.79837115061536,,66.52617812210383,0,7.4,12.4,23.0,42,0.768
COMP500,Consumer Goods Company 500,Technology,IT Services,India,12421734965530.346,71.36805135438009,65.98867962473201,63.37013680639851,84.74533763200972,1,80.41377864610787,67.85759764606361,57.432585068760815,1617577.522102059,138411.45211995795,128536.35364318968,24.958713351430067,52.10346114000302,76.7550195545764,1,1.9,9.8,24.1,40,0.645
COMP501,Real Estate Company 501,Healthcare,Biotechnology,United Kingdom,2976076430850.8804,69.20520792128674,73.92438028658945,64.9250298002723,68.7662136769985,1,59.066591772564045,47.6765301248634,56.3178666626402,16849238.697656605,282429.7633173254,84933.21404710528,14.900976451592149,61.44495323610796,70.29627511340236,2,5.4,13.8,13.1,77,0.932
COMP502,Healthcare Company 502,Healthcare,Pharmaceuticals,United States,4719729048746.483,65.98781607183368,73.50850694308923,67.6617779883795,56.793163284032296,2,71.06052903504512,48.16427591250138,68.3969563003873,3229288.118114083,54249.97343078186,241190.87059958436,19.09872988263425,76.08094099083819,70.80967610016118,0,15.2,12.6,33.9,67,0.926
COMP503,Real Estate Company 503,Energy,Energy Equipment,United States,247692285386836.78,54.271883814993735,46.89099433710086,53.96105338602177,,0,51.21953844424515,63.6884471535253,71.19163676820949,896317.8059248716,32988.649635795184,6085.205838979532,17.52713499610366,54.492210025048095,67.23111213370073,1,15.2,12.6,33.9,67,0.926
COMP504,Utilities Company 504,Technology,IT Services,China,1490648626403.2446,80.54089502269797,72.37392371803834,82.4756498063689,86.77311154368668,3,85.35514439598633,50.49193553716828,60.067580477354305,7836538.352913507,177698.57161319786,21887.80889933959,20.543124091520866,53.482697012978335,75.96045888242017,1,7.4,12.4,23.0,42,0.768
COMP505,Consumer Goods Company 505,Utilities,Gas Utilities,Japan,22174864240145.355,62.63727407822052,67.0647912079627,54.44001687592516,66.4070141507737,3,49.86305526839445,49.248951596041465,85.27222070296634,,282431.18038859835,14591.075172462837,,62.88788360584248,79.50926245785888,0,8.7,7.6,68.5,73,0.925
COMP506,Healthcare Company 506,Materials,Other,Japan,74191730895512.97,59.444211569234334,51.410588035462,66.37924066265538,60.54280600958562,1,74.87406182404774,54.6393419804369,65.62141124433663,3378822.141789093,,12521.908385122419,22.31372903587248,53.4478053820221,65.19958458805222,2,8.7,7.6,68.5,73,0.925
COMP507,Energy Company 507,Technology,Hardware,Japan,204715165539036.84,67.1283987955597,65.76298208529764,70.16158441524966,65.4606298861318,1,73.23835603215954,72.27952959301136,77.36906381883595,530089.5004661838,115279.87592733614,193383.11539220822,15.590683085924812,90.22371668663857,79.13885901451009,2,8.7,7.6,68.5,73,0.925
COMP508,Energy Company 508,Industrials,Construction,India,46502571137578.766,66.13481300518369,74.9976704208787,53.10126544070092,70.30550315397143,1,63.190798644558605,72.7114491842053,69.78038679269028,5196160.25949372,158397.54369472415,147540.34919495045,14.576288032739997,56.85748588712877,62.50824581833034,0,1.9,9.8,24.1,40,0.645
COMP509,Healthcare Company 509,Technology,IT Services,United States,1831642996525.0134,68.71525368366927,64.25317568935486,72.94767638991377,68.94490897173921,1,52.787150477784394,81.25735918725829,85.44826569444388,15429336.021168008,155604.7579521925,18607.252202218202,16.99875893834706,38.43826703843051,89.37752885639892,1,15.2,12.6,33.9,67,0.926
COMP510,Real Estate Company 510,Utilities,Water Utilities,United States,11267905275362.906,59.595326330620935,58.91732612861512,53.16403873833529,66.70461412491238,1,63.08313857151851,62.20608170174738,76.36536211532902,16053239.010144021,360340.28157412703,71777.7271160218,8.32479519061091,60.16510036716543,66.11846910551235,0,15.2,12.6,33.9,67,0.926
COMP511,Consumer Goods Company 511,Financial Services,Insurance,Japan,62543059399889.51,71.73060349017523,68.16235806463683,59.58167731906926,,1,74.88719586363975,63.658579204941525,72.31326549410547,3553450.2928277655,25270.82718840337,19138.627683055718,15.224463308587364,85.9495268311922,75.3710183738544,4,8.7,7.6,68.5,73,0.925
COMP512,Energy Company 512,Healthcare,Medical Devices,Germany,139796469669779.4,64.72075112047521,52.89021027271556,70.8455852476879,70.4264578410222,1,70.47687944100552,76.09756963953593,61.38062046234985,1169187.994267698,910893.1844814704,8807.767122672505,17.303614685577887,68.25455353093386,72.94208122745759,0,8.5,17.4,32.7,80,0.947
COMP513,Consumer Goods Company 513,Industrials,Manufacturing,India,9479012063612.22,65.44219652311092,68.36044916184964,63.96632186000888,63.99981854747426,1,40.373853529691175,83.48957709536246,88.24152379581761,6263874.077782295,11795.189754562407,6156.982123233737,10.828431830493843,45.10828612656449,75.90696084376651,1,1.9,9.8,24.1,40,0.645
COMP514,Energy Company 514,Real Estate,Other,United States,4710971434465.375,65.94045446407436,,55.96162923703665,71.4374679406181,1,54.44104007219867,60.18390437114745,63.111888463311296,8837295.47212832,39685.847551015395,21872.927437857477,21.119145460723377,68.58460689531776,78.21922297072501,0,15.2,12.6,33.9,67,0.926
COMP515,Utilities Company 515,Utilities,Gas Utilities,United States,1117300634459.9268,67.56274073392133,61.781726716978284,,72.14042541059806,0,54.2059773377404,68.2289520275006,75.93915270583109,10034070.011297448,324748.90894832136,206258.64938698852,,35.83549901978308,,0,15.2,12.6,33.9,67,0.926
COMP516,Real Estate Company 516,Real Estate,Other,Canada,5717863528481.4,60.785297948348465,61.684531658492475,51.225127458259024,69.4462347282939,0,65.39382760289628,49.153988457340496,57.72638402835834,745829.273522878,76361.70404506418,52096.30983466082,,50.977205364398614,64.9687840332927,2,15.4,18.9,38.7,77,0.936
COMP517,Utilities Company 517,Industrials,Manufacturing,China,2733457572521.53,63.389629058786376,66.27369042753885,67.21522262946698,56.6799741193533,0,65.1595005638019,67.68495296281877,63.49110709309104,,,33785.45257999058,7.312537843476602,64.46886229375686,75.23501333821933,1,7.4,12.4,23.0,42,0.768
COMP518,Energy Company 518,Financial Services,Asset Management,Canada,2653237052089.0913,69.29910649584359,64.46553418863739,,85.37551095077276,1,72.4320857816945,67.78106240397328,64.08547087745356,19303126.95981112,23688.970314622245,,12.049025986684722,71.92093700412347,64.75814472202794,2,15.4,18.9,38.7,77,0.936
COMP519,Utilities Company 519,Materials,Other,United States,181640515838643.94,67.04822695742067,67.55233718519267,53.586678740916106,80.00566494615322,0,57.697219665463855,48.40309124498523,82.3067184081514,1847248.9945107095,182779.29432390167,8996.801363345974,22.394046483151605,53.543226766003265,72.20746337095163,1,15.2,12.6,33.9,67,0.926
COMP520,Energy Company 520,Technology,Hardware,United Kingdom,9322627509657.09,71.79024661569376,83.42100353724908,61.86694403914712,70.08279227068509,0,64.39375259339208,43.000575987763405,61.5661282275189,,130731.10887931159,25330.928428712163,15.9976471822264,58.855168165263954,84.03489116093658,2,5.4,13.8,13.1,77,0.932
COMP521,Healthcare Company 521,Utilities,Gas Utilities,India,1638199081548.2095,59.493052368435066,57.085160720907766,58.335906009527775,63.05809037486968,0,50.23053262365546,75.12313484831354,57.04420019648647,109809190.41474763,166612.79293966442,8582.00773229993,14.409366285970599,81.11233841406926,75.18635441265153,1,1.9,9.8,24.1,40,0.645
COMP522,Utilities Company 522,Healthcare,Medical Devices,United States,40627690328739.48,74.44987666425955,68.2170707854547,90.53812168687935,,4,76.11062426964645,72.95308039742311,61.33884857853144,7209311.514572943,6134.483588623443,24892.23514683232,5.569537023528802,82.31652541376502,54.84764760651875,1,15.2,12.6,33.9,67,0.926
COMP523,Financial Services Company 523,Materials,Other,United States,2683551603367.58,57.79123343135797,62.39063041129491,52.90872930397137,58.07434057880764,1,82.24904837230301,74.94336359283503,79.29424165517645,17589784.348416194,1637409.0457396836,46013.9704730197,,52.07599150980649,,4,15.2,12.6,33.9,67,0.926
COMP524,Real Estate Company 524,Consumer Goods,Retail,France,522981365391007.06,66.96961946833524,63.31943127254968,68.24179797941089,69.34762915304515,2,45.11338688503521,59.38260222912034,54.24325760687358,25556127.75215585,31002.988080211842,65835.26484238467,15.82971991662431,91.60162898393322,69.8239538839803,0,4.6,11.7,31.5,69,0.903
COMP525,Technology Company 525,Utilities,Gas Utilities,United States,85360461561767.97,66.86260638788116,62.00567822285934,71.67506905008645,66.9070718906977,1,87.34749252875261,66.75314270200124,61.33454444092761,59880576.11592539,993498.5066451967,20858.23043041729,26.65572892717663,39.988313957649325,70.8324049076467,0,15.2,12.6,33.9,67,0.926
COMP526,Industrials Company 526,Real Estate,Other,Japan,98151924417735.38,60.87514883050377,62.781058088460036,56.78504413134256,63.0593442717087,2,75.76962278369743,63.71738711129508,66.82951077367693,680212.5076528366,410970.9016465092,15613.56184112546,15.309264962704644,65.99192618374356,67.58318641133428,3,8.7,7.6,68.5,73,0.925
COMP527,Utilities Company 527,Financial Services,Banking,India,456330750884.2442,65.29399178374267,63.0157526406383,54.25199416140384,78.61422854918588,1,51.83695680204701,44.83522701872946,53.720801945827326,4083835.592221929,217398.02840164903,568899.2705183978,7.563561298204203,51.46750513830127,,1,1.9,9.8,24.1,40,0.645
COMP528,Materials Company 528,Materials,Other,United States,15551693948621.984,66.99342945266453,51.698153776126105,70.18664892943073,79.09548565243676,0,62.95201211922653,61.97231943903737,58.182018170000454,3581235.5488391183,60386.7326145388,36753.05028352749,5.6319789219374865,67.10320182142142,,1,15.2,12.6,33.9,67,0.926
COMP529,Real Estate Company 529,Real Estate,Other,India,1576111581467.288,58.24693058174762,50.58709053441544,50.70144920162383,,2,73.3581973843834,78.3095359045295,65.90963009116675,1948069.544870169,59178.466386164146,140009.1489720353,19.385761927581576,66.6944250471629,83.96105505627942,2,1.9,9.8,24.1,40,0.645
COMP530,Financial Services Company 530,Materials,Other,South Korea,7142640792850.026,64.90605129601985,52.42748385177748,72.04421295629848,70.2464570799836,1,82.4886739044408,55.59957942454123,70.75918452279534,846863.1082637567,826391.9447247727,28020.63977508645,19.44337994412954,53.37768686958294,59.922040602023536,1,12.3,2.7,63.9,62,0.925
COMP531,Financial Services Company 531,Materials,Other,France,13918903629158.06,60.23830833591624,63.98968727879848,57.88303248849023,58.84220524046002,0,69.37368842359639,67.1644445296476,55.45895924278072,1118064.4817469236,36292.63912693929,4974.588174182224,19.09139567603374,84.02809230119779,78.17877048174437,0,4.6,11.7,31.5,69,0.903
COMP532,Energy Company 532,Real Estate,Other,Japan,579344892445.0089,66.09021050273883,74.94821750458473,51.84945881700636,71.47295518662536,1,55.46465733089284,70.72561912022041,66.1697740759218,1250644.2084092053,312350.5688192817,12362.858966009922,12.92473136635689,46.125855144175695,69.73759790673563,4,8.7,7.6,68.5,73,0.925
COMP533,Energy Company 533,Financial Services,Insurance,Australia,74035778091794.03,62.861928511230055,58.84700423553767,56.685027152552166,73.05375414560032,1,74.44492587497749,51.808087760082856,65.60550513133502,4274733.391125686,49066.27620755744,24600.69670172244,24.60859013545827,81.4852525675767,53.18561163593267,1,16.8,7.1,16.2,75,0.951
COMP534,Industrials Company 534,Financial Services,Insurance,United States,39429762206228.5,79.0315845976083,68.06224115499128,74.81215357001241,94.2203590678212,1,59.78417524116287,73.56796589419304,51.57664142815757,1673968.1778210457,73029.54277885552,5387.591036550541,9.170967514016848,40.435385426313346,77.99372601237461,0,15.2,12.6,33.9,67,0.926
COMP535,Healthcare Company 535,Financial Services,Asset Management,Germany,9801678563100.182,70.38048137640384,66.32569117332537,60.981834243425084,83.83391871246104,2,71.27671912696978,55.57230322547205,54.48522304003434,4281208.814117543,131907.4888455684,66589.34297049815,10.956565786125946,70.91665950826305,78.32753462668876,1,8.5,17.4,32.7,80,0.947
COMP536,Materials Company 536,Energy,Oil & Gas,United States,59799903201391.914,43.16988044348748,39.187710288275646,41.927073185303726,48.39485785688308,2,95.0,65.45031318868855,62.631695979795865,575702.4108541497,135428.81323946192,169220.66564019068,3.0,30.435056689500946,90.44780044620234,1,15.2,12.6,33.9,67,0.926
COMP537,Technology Company 537,Consumer Goods,Consumer Electronics,United States,2377659305459.431,63.712729568703146,63.46451157393055,61.50850867342757,66.16516845875132,0,59.489928119163835,63.049428028627375,95.0,2300109.340750672,95282.13070383153,18922.880774924823,20.11470821152285,51.75869232951292,67.89578840180083,1,15.2,12.6,33.9,67,0.926
COMP538,Industrials Company 538,Technology,IT Services,United States,32476249092815.445,68.18335133106062,59.69126633297926,67.06454023764705,77.79424742255554,0,57.39569597665207,50.370049347046425,69.03966903904328,327847.7527999913,355328.53518762183,76282.63642654441,9.619736008375153,44.88988303232233,79.86057037644244,3,15.2,12.6,33.9,67,0.926
COMP539,Consumer Goods Company 539,Consumer Goods,Consumer Electronics,United Kingdom,4087965205846.0874,64.01472423269165,49.86178649301816,69.60916492832412,72.57322127673268,0,68.62671233794899,49.25499519698883,60.90155675920551,436817.1837303113,118765.67894995169,115320.82780219366,11.009634967297405,,87.79839281322563,0,5.4,13.8,13.1,77,0.932
COMP540,Technology Company 540,Technology,IT Services,United States,4387255308142.451,73.37818930189381,69.38013780534492,,74.26287441345687,2,64.88615477597345,83.21388325611495,59.75387690632417,710440.4985539583,,40232.11025619716,11.286921459480808,54.89098372522449,,1,15.2,12.6,33.9,67,0.926
COMP541,Utilities Company 541,Financial Services,Banking,China,10898903030117.316,74.37505982911266,,69.7796214097343,94.752956413449,0,62.127614434884904,51.2598728919172,80.26984056759639,411585.12377879285,93857.34461983727,39538.61138055522,11.570431101508973,35.711841778247404,90.18824378760932,1,7.4,12.4,23.0,42,0.768
COMP542,Real Estate Company 542,Materials,Other,United Kingdom,55509429828363.34,65.2760781196147,59.12645524399558,72.07711759856845,64.62466151628007,3,74.40806960339198,69.65675756682603,85.46558545281201,1112603.3652457534,19089.74968508437,,8.84801118918379,72.38503544036082,59.169613742875065,1,5.4,13.8,13.1,77,0.932
COMP543,Consumer Goods Company 543,Real Estate,Other,United States,3979038779354.217,71.42219507597838,,68.20658121935031,80.69706476159665,2,59.60789167442342,75.6718725237593,65.01859040065911,492023.2924385707,99480.90733396243,,16.882557023066283,,81.67409359951466,1,15.2,12.6,33.9,67,0.926
COMP544,Consumer Goods Company 544,Energy,Utilities,France,131192336848577.31,51.54558666031778,46.74499495744802,52.642311689246554,55.24945333425875,4,74.09819435134719,64.98985334704193,68.40695540046795,33468079.477230813,140361.09275306907,25660.470380810755,17.82580121301175,77.79161631016608,62.7680176298107,1,4.6,11.7,31.5,69,0.903
COMP545,Industrials Company 545,Utilities,Water Utilities,United States,296482207462516.94,69.739648313161,54.28766604978036,70.4470990623347,84.48417982736794,1,53.59653254249932,70.21646893067404,60.61849304954421,23597.197340485873,6519.192346206674,52755.88529063688,20.48958226260925,45.23921022148609,61.69095469478158,1,15.2,12.6,33.9,67,0.926
COMP546,Healthcare Company 546,Consumer Goods,Food & Beverage,United States,164010327201.1373,63.19594827238377,75.46890460938026,63.618061329167354,50.500878878603686,0,53.89871935120802,52.534397225803964,68.52528965248035,5523339.583027667,1064577.6456804592,180934.18996278543,19.889797161676437,71.47469608371605,78.58097375388647,0,15.2,12.6,33.9,67,0.926
COMP547,Industrials Company 547,Consumer Goods,Retail,United States,50054103755640.53,66.23487738842742,66.152741303646,64.0043622343981,68.54752862723814,5,56.52531771285981,67.28691061956648,74.53541491219354,43515254.962875105,144819.13815749987,10470.770921822788,17.168575810143874,64.34032166420549,,1,15.2,12.6,33.9,67,0.926
COMP548,Utilities Company 548,Healthcare,Biotechnology,United Kingdom,18674711263925.242,79.71048742064714,73.25803022410392,85.16488632588432,80.70854571195314,3,57.42278958562424,45.636174559930694,66.59249788489207,4144465.028925127,2177079.094643439,219730.48847722835,15.415726052746457,,,0,5.4,13.8,13.1,77,0.932
COMP549,Healthcare Company 549,Consumer Goods,Food & Beverage,United States,73145343193042.31,67.45412439510481,64.34139028286039,64.61590767221672,73.40507523023734,0,52.84117853446861,64.82641585004299,68.33962733431271,143497.776842091,159536.36253383817,18640.64707280002,15.802963504423612,66.12058455286787,60.69732162551343,2,15.2,12.6,33.9,67,0.926
COMP550,Utilities Company 550,Real Estate,Other,United States,26401281957798.984,67.59421010775674,66.0211082758339,58.12036871527555,78.64115333216075,1,56.5141897936737,84.43810322728544,76.2566659279522,13227833.505001763,,48489.518842442616,11.183614109428133,52.8958535066385,75.89410360295804,3,15.2,12.6,33.9,67,0.926
COMP551,Healthcare Company 551,Financial Services,Investment Banking,India,121037796259239.66,70.01286092927116,69.3189423847828,65.526277515798,75.19336288723268,1,49.875377173070234,58.579002516748226,74.50406043715282,55980741.30803815,65517.74432120817,20761.671937408955,17.767535975033887,46.648951206487766,65.9352338336627,0,1.9,9.8,24.1,40,0.645
COMP552,Financial Services Company 552,Healthcare,Pharmaceuticals,United States,6577573167643.818,65.09875986689008,,70.772825823837,69.07450412102035,3,77.95187345032733,70.28341796664091,83.18820094512952,68904710.32675207,187627.68123669745,2184204.7344741053,,50.83169985255109,59.022626731799136,0,15.2,12.6,33.9,67,0.926
COMP553,Consumer Goods Company 553,Real Estate,Other,Japan,15756736969917.43,63.583292367817386,56.76280413703873,62.81457836172111,71.17249460469232,0,81.18091739580316,71.7766971003578,69.04580825677697,751982.491586454,255411.22406726071,15154.509509068444,15.02383967112333,93.91006916193713,63.57490729061011,3,8.7,7.6,68.5,73,0.925
COMP554,Materials Company 554,Energy,Energy Equipment,United States,12086043158067.045,51.968108584105586,52.99268047986317,43.60713463193147,59.30451064052211,0,85.51007600272638,45.652983133905536,51.782689940497235,1415950.4876303694,2098744.146135985,42411.9020549704,11.838005346947382,71.51035342821424,69.32959243037787,0,15.2,12.6,33.9,67,0.926
COMP555,Real Estate Company 555,Industrials,Manufacturing,United States,34261917384975.086,68.3938942794089,64.63721085398757,65.71453431033645,74.82993767390266,0,55.67347641659417,71.36626391834311,77.53832835279717,391632.2699478229,179281.05031671238,117287.39806842602,13.490863404099741,,69.49780856062061,1,15.2,12.6,33.9,67,0.926
