ticker,environment_pillar_score,social_pillar_score,governance_pillar_score,carbon_emissions,water_usage,waste_generation,employee_turnover,diversity_score,board_independence,controversy_score
COMP2260,75.48049451729038,66.74300358568065,64.3455184607565,1403289.8574587111,55251.44906926405,15221.173941781939,13.549120123308922,46.44846438518209,60.93464551752405,1
COMP2261,68.06618246348684,73.68400385932247,52.963409253094994,10673551.614477873,359931.3754298727,237873.40680496796,10.416137867459735,49.5769568696114,60.39027730619943,0
COMP2262,59.47566065887196,49.933162395220926,73.60516401580439,528478.5354739433,44992.76610427876,16248.471460500556,6.776174812583189,32.96946518694806,53.23203653303314,0
COMP2263,71.63312217604506,59.28135796679638,71.33896559602157,10482131.91988857,332344.41816080146,7363.502805623585,18.3019537666718,84.70381220007268,67.67045736173509,1
COMP2264,70.57150260950556,62.32171231616953,50.60443736526105,1935161.4192995515,332360.6544669135,8100.6970533085,17.9544230106984,48.11981096708132,79.64393837161315,2
COMP2265,70.64373484582356,59.11756900999514,62.379178215327855,3165349.0183262886,172916.2074037715,186018.18443544637,9.474606553147819,34.06949161216075,59.49516329424689,1
COMP2266,66.95777285677066,68.05148246458286,59.83226407977837,618336.6615374692,66117.42936499954,7450.9676720113985,25.60133338744294,74.04728576806147,82.13095963025391,0
COMP2267,58.73448822627712,64.33141106184198,65.38315942802187,5531999.143574005,285653.70569313446,148004.14460399444,11.592124528153368,50.381499291970904,63.71292818013423,1
COMP2268,87.52379149114557,64.33866099179103,77.36547759116047,3250475.7610869766,49064.399824519394,48027.920758578955,12.814580813046481,76.15766748558934,80.1629241336296,2
COMP2269,67.87187265230847,78.12733251965645,81.04778375900119,6313558.430851951,29468.590151524717,20767.111782820128,10.73357261668017,74.10588703818811,46.95407114392591,4
COMP2270,72.3816336203364,60.66077286080431,68.25838979816075,16371904.000638802,174766.35827055585,44485.18033089982,13.01157057461225,65.93279498619518,55.06032673351092,1
COMP2271,54.086767716493696,25.0,57.767311895643616,363336.41407785116,43076.07769410683,6197.413873270308,15.9189975421305,52.37663318599002,67.49974595254169,0
COMP2272,61.03969680792941,82.43239210187326,75.7351242676666,4002694.2680926123,101124.50026645383,3303.522082921548,20.135032589597866,43.80092054828387,84.2497020171241,0
COMP2273,78.15195148414938,50.7842045782272,73.96579517178753,8777242.248970794,77655.37421602348,2029.792171096666,17.47320405202889,61.5953660750546,55.464850167257836,1
COMP2274,63.64795032203949,90.68027485764728,60.83505785248501,563267.1176029041,111146.75725195488,432998.22568400344,15.615136966145084,21.995241493904814,68.00316272797657,0
COMP2275,51.753534426231276,74.71115582982101,65.76942980898872,156871.17274001974,57531.54458218847,162175.4960975182,19.966793840752306,91.30317952369943,63.78664361981451,1
COMP2276,64.44645544189703,81.50218729699111,61.22315319475521,3408124.8083463637,464906.63641445816,54835.32307470859,12.289911384341119,42.53927977764428,67.82852318814021,0
COMP2277,45.301461953277375,70.8307242266949,58.64729317710005,618435.0273933008,718732.6319254035,221243.94883837266,9.79733252135113,45.58184916574027,80.50706086955157,2
COMP2278,55.78891774456686,54.22817219208662,60.797979954707564,503650.90520976647,248091.5468071059,44123.54118528261,13.777543817417424,51.76634447240478,58.830812407348596,1
COMP2279,90.99265209301188,63.74172979281812,85.05683989198405,4736877.80058354,54496.26013053195,38032.4207828347,7.472506529941913,48.39937801292409,54.96912509910959,0
COMP2280,47.86387565080327,71.08631162717927,65.96602902938201,239457.12290986403,30961.583461549053,54485.17910869444,16.258494459287093,63.5757306589301,67.19440515186683,2
COMP2281,70.45274767214954,52.27623768368766,79.79117578773547,7557379.028097737,396005.0865518323,89937.79212069362,14.816172519344194,59.23257505596477,61.00971331687254,1
COMP2282,55.834268006277064,66.37477231032595,54.632303562013036,19429796.160805553,14632.20227364404,9744.12493200417,24.97340105674088,63.80609477183543,75.25754330398661,3
COMP2283,73.04784904388053,48.795712329139874,67.47053162649071,22955670.626163352,283059.4410272934,286849.7070002516,17.750391477872377,53.58908782442184,72.49591661272471,2
COMP2284,65.87547162679726,74.92025900680937,61.7840450136471,10590712.621215153,91267.92763201751,43236.09190614668,19.162954532633403,55.77231009667312,61.01896772810008,2
COMP2285,80.92963967481782,54.234472366441295,70.5833785705998,3543564.1734273355,89999.52668137781,91261.83506794911,18.71416809292172,72.04484515656776,64.44077098160047,0
COMP2286,91.63843061235693,86.54509341945887,95.0,14253225.11668491,51335.16452380035,14329.63454013555,24.083856371080024,43.079079852549114,43.95988692129584,0
COMP2287,73.84141410068644,56.527326517961896,74.53171971890283,2123477.2851329385,164131.49579062415,43324.10360886234,11.767874990856882,57.078625721227404,74.7923118085858,0
COMP2288,79.10761457974034,86.12310444373453,63.238296288046854,7252309.185819934,63392.94700223289,26075.940003403015,20.673957135655627,83.19087553772138,82.49455553672018,0
COMP2289,79.6795970733453,67.55137484158374,66.59156810599946,14420078.896833656,23249.79093284328,14241.934153168586,19.922947708369822,76.78668261989222,79.23890711271125,3
COMP2290,61.49471197022867,52.24401025802334,67.88837010223173,5030481.990369371,13786.4980744805,56954.08398737949,8.309106619536294,67.95080684940112,55.491799885307074,4
COMP2291,25.0,70.25045361714385,65.07422258744278,29855160.41900612,294411.1818391609,29755.909065006283,18.498273150405744,71.55854717256446,72.64164068529055,0
COMP2292,68.62392403100463,51.414913696205616,68.51825876184725,22355533.933442067,10029.129209330858,12550.505798904722,10.444275438866335,77.99583303342357,63.68042441698433,1
COMP2293,47.83447955287954,61.101712549170216,82.12384391373037,3682487.870739867,38806.78416322174,48549.18168170413,9.9936071640303,56.860751488047086,58.572838545057365,0
COMP2294,58.37806989030851,68.08853995333416,55.20900123191139,25671075.265479267,400314.04704728443,6740.279564129671,7.736500924474118,59.38138280955333,84.76012116863713,0
COMP2295,71.05863085562113,45.46906248466052,56.3465873205297,2199706.938909012,31529.25902978156,112621.52607787446,6.268340790191937,70.40151272427566,74.21752212956474,0
COMP2296,41.61768031168499,89.91211381434576,67.0732945707641,1545507.6547230706,7975.032992567433,116969.65236974125,11.701200108199563,46.604672568261066,49.97171286483497,0
COMP2297,55.45241011362195,60.49092933291405,64.94989951279123,25274262.47833444,521223.17914041405,87344.04582063296,17.98683030388046,87.54603393213914,62.73452834953889,0
COMP2298,68.07172714265447,52.0394585607051,75.0852266210575,430728.0966604715,164309.22394629227,149600.18968885596,17.398548300549418,57.91839869634127,55.64639781453369,0
COMP2299,70.09400605231768,57.51615859339325,71.00236770428099,9514994.015463794,25154.080093918004,14753.396427317472,14.465292537095976,92.69024739348183,67.62303698096318,0
COMP2300,52.069229564487216,60.783269811715115,73.46157154018812,264050.48626741004,112603.26483949099,105703.32397106731,19.124947397843375,62.811619214465736,83.22538029467135,0
COMP2301,43.68887756274734,63.13564368352655,80.865524545353,28415853.039258126,66220.45619124612,19788.801694114274,17.406073874307186,69.38986531353952,59.983846957825136,2
COMP2302,75.0652157491786,84.46406177625391,87.61540982084718,903371.7289661663,1650290.0078573392,10280.750510454174,8.75785330633582,66.57227509180929,67.41358270307616,1
COMP2303,68.34987366254393,77.55064381481546,72.86246840235053,1163063.0842008016,56759.704986143355,12702.664890722019,14.588445005728634,57.07130408332014,71.35109908176427,4
COMP2304,52.454910491647816,44.98126378948129,77.54996837523015,10639913.102085223,75500.034924895,398859.2778151615,14.81226053246863,51.67785870907464,80.02700299836118,0
COMP2305,68.12199833421373,61.02575058103225,73.71336632160705,2145249.5469905618,106114.65101006671,41344.39053960427,10.381240937468572,44.62818931511247,66.7543649261473,1
COMP2306,84.22472410373291,64.63214412963235,74.13358849513878,3951729.2154959477,65107.18592991661,394999.84018706676,21.175571939327185,87.41376649626086,75.4032135847424,1
COMP2307,78.66196396236671,36.59049396866573,65.98510681711012,594828.1311476894,482199.2852736232,216969.5807271662,15.48916022599421,53.874094960705314,72.94210360253275,0
COMP2308,74.65728515529945,65.15351056559139,53.95555838392018,2029054.1430951585,97559.1530434578,56100.64296644563,12.471008137159874,76.20458159336876,86.46288568283488,2
COMP2309,71.89296561007713,66.66622164829167,81.80469416603202,1010915.1402836707,334665.5167216378,38672.16087825168,15.896823410097552,51.55310310616727,64.67183061334656,3
COMP2310,61.510045275484764,38.575091039755854,70.82032717204399,244609.72995312736,73182.06261916834,13967.120592175903,20.983160857107197,70.7620606551821,58.65141782300084,3
COMP2311,57.3356506724665,51.99973703728193,78.50514117100849,19947669.854230285,67792.13470766672,59227.383765956176,11.104205757174633,54.830353106806726,71.86139902303859,0
COMP2312,65.90885085151892,40.7423200440622,75.17866720112887,2105745.556241978,73430.75176030978,31343.92258381225,17.127671234127728,75.06750472378033,68.26787081219169,0
COMP2313,74.18714260185753,70.16595741104835,63.78213983966921,220321.58565600368,42821.46687900531,40350.00623396623,18.24525225530625,63.40266955965642,49.80270303660804,1
COMP2314,62.82115614363862,55.95502190135479,72.44458081281459,533767.4780508309,42024.93184295137,45464.2486545941,15.488522628738428,65.70783108588624,77.24825043921152,2
COMP2315,63.356083275911416,54.73528760101303,76.28358866189666,10896883.0217946,621584.5522243986,9299.430729468177,15.0824025726046,84.36557026202219,72.94026951259643,0
COMP2316,72.99610984821342,51.52775690418042,70.90187799497843,10340417.663242886,483808.5259702567,78330.56968148595,15.51062098973851,47.66671992521193,65.83557681061089,0
COMP2317,64.02164015760029,65.77151789599561,83.67346090785887,7117019.96548437,32136.38803433959,180412.56443839977,23.359780449478755,42.26115054671009,76.18888958115546,1
COMP2318,73.02054466951506,70.09380936119112,52.318989273203,485511.9341638026,25372.901646014685,155499.81458964187,17.25901090502258,76.08668766401395,57.605909173944696,2
COMP2319,68.55382046300718,66.2317609819957,68.50161351884454,218643.922166105,44022.76684405951,89142.21180446868,20.029636674141035,67.9985118351051,70.35164140964078,2
COMP2320,67.16143133657044,46.260087549478314,72.6663328869655,7413586.75727172,64802.723469329125,10003.061295089454,13.3031082169677,38.145789277967424,75.48460880316783,2
COMP2321,61.71984519840825,84.77194061436877,63.0880810010854,1225974.1554547015,40286.10982888074,30689.520859005257,22.512194845892623,61.48292413982118,74.71282168698201,4
COMP2322,52.76357550644795,94.28907261775278,72.73721182377871,20113349.69097049,345225.4198519932,11271.439387873812,19.407830818913702,50.78906634360657,51.04164565223461,2
COMP2323,52.25526930832434,88.72871662984286,64.26135444256725,3012418.4456003625,3130835.5134939067,51042.14881378008,15.411180759243692,37.45063009696953,92.21226374993886,0
COMP2324,72.8563776482415,71.05760556325363,82.82060849259403,2546465.1107263467,62320.54662230619,12726.643559200675,18.10133726423379,53.239514038999566,77.7395950387704,2
COMP2325,78.76949025636169,72.59564365042172,66.28535035596386,9658876.046029879,114981.8248923312,210216.81065468123,18.019593616429745,52.226134244885465,88.18392486742101,3
COMP2326,59.10761810932108,51.559318724194384,53.489728691808416,1895967.780429314,72722.56512469015,642939.0277778881,13.025950222804058,51.868741216054886,49.52455522609952,3
COMP2327,74.61352957839492,55.38053387730566,57.22668491480442,6092142.35685984,128681.33232403127,80735.53299579132,13.546457989876135,45.60903411684574,59.288854644953325,4
COMP2328,76.85649922747425,73.4923964435176,77.50247552976161,51885193.477290526,70655.75556091453,16184.80878838642,26.28891161084448,49.03150815399874,53.42700724618237,4
COMP2329,57.030269352115596,44.43885565089727,62.06582876319181,2901934.537797835,50536.52753552139,89684.16039286098,14.373536177324098,75.44964148710842,78.17503492409855,1
COMP2330,64.3068402522163,54.03017896786034,44.714461578995596,1944142.2138508195,37404.66952660412,9871.909822308628,6.55185379723158,90.60156573396546,60.01455085413721,2
COMP2331,95.0,47.44046964882463,61.83322640530821,2812033.825445335,136233.6181328413,427505.6831771898,22.473111131060364,44.44534708390673,67.44142144543454,1
COMP2332,69.21422458599486,66.11039126993717,46.47044897437717,180965.51350365774,84859.40669303163,42029.44051770073,13.677224205536122,58.16238545238464,74.39865530806358,3
COMP2333,56.44532573896135,63.6785045715111,71.04711309177715,729554.6526980475,106530.99469010005,11415.78926079521,21.849930164009496,77.12586346060107,81.29133947168536,2
COMP2334,83.93193403560323,75.769102252687,76.9399528589669,15347459.335247554,27153.362310787685,39832.03922518308,5.375198813398272,77.37586698822942,95.0,2
COMP2335,66.46707287008331,63.80951483225716,59.02065568232404,1295580.4833222334,60447.414967289675,21771.13641828273,16.823226219126543,57.91842273796562,77.21823225177977,1
COMP2336,67.7986859973198,49.55641328773345,63.89535952519889,4041094.678198974,106579.57715377776,5066.019598067841,14.180620765057437,40.81179756653816,78.71193787641732,0
COMP2337,57.144100548452855,59.8093437587057,62.66077729393693,39602547.23312405,173084.48535954294,22847.73554848062,13.512915829208445,67.07052033929428,48.82914093113185,2
COMP2338,53.00740947511592,43.92027955842009,64.18734617161928,4351213.26511564,52774.10409207201,3380.0302966091776,13.102188790299126,36.38711468933519,74.56140603633816,3
COMP2339,59.09008786550506,86.88574323343444,74.07617456531773,11614001.30684882,19782.62217658909,5535.010129695007,17.549620738195408,37.73689004886035,71.24108047667534,1
COMP2340,65.866381224826,49.3699604512277,59.7463323983641,3422057.6664852872,105456.61340386719,67313.29596618818,12.025249237728234,68.13891849411431,74.8443904765145,1
COMP2341,46.43652361100789,61.01843894956943,68.72618775453824,26122123.219011962,94278.72648949006,111860.71460089047,17.46642516357147,59.620794645059824,47.49446585804926,1
COMP2342,61.90492768406535,68.55739569383151,87.80506773017544,1057747.4089383548,1150637.3845516576,4202.234497573673,15.39188096970443,50.080698986958616,59.858928541977676,2
COMP2343,69.02818167244365,59.605598503765,66.14415507212715,2033904.4232491148,29343.710178243567,13123.061209396374,11.018436694039913,56.116697777287904,90.41819468510427,2
COMP2344,78.51675944546349,63.37442937836421,58.67967131782616,578932.848682464,83004.71907018803,17624.379779790084,16.508982386268254,44.67051799150711,78.32921676446725,0
COMP2345,87.17373290149504,83.08039451779047,95.0,11168452.70278623,18111.480950889578,201712.32002741692,12.294046867850358,78.81941448689554,74.94927208061348,4
COMP2346,68.32805049746692,64.65027291147699,68.14304649372089,2465230.6579677793,329051.2312975979,50149.61440450402,17.40534034769377,65.53654265508948,74.809355288319,2
COMP2347,59.36097654940671,47.751070259424154,60.748360647929644,9273416.817051005,105131.29988862001,25727.232587828654,16.164182619180572,55.341158121119946,62.76701491787428,2
COMP2348,66.37266714096984,91.86048282766103,79.36683921061649,18807610.83906826,51998.226946057715,63791.79656702013,21.23859922543411,38.198123640852245,79.99038724120459,2
COMP2349,77.28882237952678,74.61929137525034,64.41577044632277,18839121.7871904,153176.40471306996,165641.5334290098,11.586988634212593,76.51339550202226,62.230937907897555,0
COMP2350,69.49474070843333,65.78037771769021,75.05645671847005,815263.1961499833,277180.9166672652,84667.98908743162,7.8927969853141855,61.414512951715736,66.48137649070812,0
COMP2351,74.45759955699855,59.66363275284669,74.22851195170504,6054740.949726229,164891.76872036068,33482.84279036996,22.694549001985784,76.07002564548449,81.7740098633464,2
COMP2352,65.58820446335235,54.71673113075413,95.0,4460281.675868244,105111.9188170386,13890.030579120395,12.152284357423982,84.97032648006662,65.87024784571052,1
COMP2353,69.03697459605195,69.48554814002428,58.2046906915376,647021.6334375317,32735.51654007041,9225.143721186707,16.998647192080547,59.13856906126748,56.28690215011846,1
COMP2354,66.68709668954644,87.53503289880443,64.87214639178062,2585050.016652929,442546.73701999616,42246.87820014557,14.402472294051421,44.219214634506045,75.76459878100272,1
COMP2355,70.51564995815761,60.13163587581803,70.69942075808304,631951.050245057,59453.6301843187,1756127.6201111763,10.991272957514159,80.07446414950934,55.746332201067744,4
COMP2356,50.776638041947635,77.8185977744768,58.77282691442224,8485645.555754807,41738.325125148825,183252.50956716842,20.037139816924388,61.842712184175504,59.76066431493474,0
COMP2357,64.13508143167196,71.01111428770602,60.018565677018024,35054768.91624677,51516.843215834786,91021.63188101078,14.061338751484177,71.57498768750432,73.65584400990546,0
COMP2358,61.63115314678422,56.43756011964625,90.46795098428763,5944229.950265489,42859.480908024336,31591.261167771678,18.50832324657601,48.01180853830614,90.76956576158028,0
COMP2359,57.61162282315518,79.24763344808464,66.05738139116464,1879379.1359014797,929709.5873862276,45216.1350935485,11.622575424981529,70.87268096436571,71.68484669452424,1
COMP2360,77.69367010542535,62.77413721789824,61.7466182728605,235595.26316419928,163347.42490741576,16075.286226614086,16.156774622265345,67.60206989530546,68.50515254117474,2
COMP2361,71.81690188923345,74.602259410032,60.02025480147773,4063934.6436071913,193820.2626759691,62045.599568811755,8.037884860419444,82.53553111414325,60.66680354557644,0
COMP2362,48.86223106525186,65.42924182315605,70.46403574749151,1955864.7159747365,91190.52014745791,6401.047488132444,23.314016926700518,62.45731172375777,51.618628104389316,1
COMP2363,47.7633249681854,43.83499281675657,65.50820522275973,2139339.8370899446,33477.256578938504,465277.85525186267,9.663522464278797,73.86127720799821,65.32755274528152,3
COMP2364,64.12823758908151,61.46065593395911,67.58631038103671,11175012.608674273,69285.92514894785,3039.9717343202783,10.562850561024904,53.68087229555769,76.31842952367084,2
COMP2365,58.96219049902858,85.59402304316882,71.89266677655657,1815645.0924697302,159544.05775393976,35717.22778857059,9.950700887292669,48.84507733025171,62.44972473604567,1
COMP2366,65.07469480304127,83.35585652155564,66.22163104544565,211996.9419204189,291062.7044561831,113952.10521476046,12.949906472006072,29.721047617466127,74.1050711159197,4
COMP2367,74.66532359235346,44.59943293698605,81.77882167747156,1786062.973681119,518749.57059309864,46458.032841703425,18.065328534340612,51.78063032105277,62.548684670354874,1
COMP2368,69.3184849858873,60.31001859504521,77.45587754416685,6470771.3914766135,543898.8838192375,77203.9464692486,11.694870956764387,68.61899442062989,66.9841939162315,0
COMP2369,90.51168421238954,49.88503038202149,61.418224362377686,1180526.8522202484,161744.01737907782,9435.172278506274,10.7095836168885,45.60164590734958,74.99132886657523,1
COMP2370,72.70519540196155,87.68270342982794,87.03085679425268,207983.23279040263,565642.3627237639,72552.81182351371,21.748596484149026,85.09040256857068,74.029021330097,3
COMP2371,34.07206955801578,55.03992172825825,75.05949254385061,1633041.6951468152,204786.99319941254,31502.130472540808,14.388731104620442,76.76319694144989,89.79903526033222,0
COMP2372,59.35050894501977,70.53857084760419,63.949214074040825,920170.2478356867,416969.9873403636,23529.080774978956,26.592630112727903,38.21330285967386,57.11542512301427,0
COMP2373,78.2208008021889,67.8994160526282,76.44111783658738,43380987.02932497,16579.010259673625,27189.251078556255,19.58770845182204,50.258883453362024,72.62844654909337,0
COMP2374,44.3868361252274,59.308383990386275,67.96053613862468,140713.68764492654,18614.563001152568,350621.343328784,15.996069747906065,65.63895519120209,62.12484948620623,2
COMP2375,49.10948156699247,60.43072270335281,71.21073787709804,23940295.511954527,253321.44577162288,21430.653502084693,18.791312691635945,78.14320974193512,85.00356685685193,1
COMP2376,54.58159939837857,82.7269751170463,89.87531264306486,4628681.401681524,37974.33070593523,195140.699929597,13.132300706592988,42.364936180940845,56.071550559453875,0
COMP2377,70.92048572750106,67.71394086241834,70.82536106517188,53663191.69534825,68152.18960535167,496543.9804121695,24.200172628950433,66.99780851143686,60.82156923274957,1
COMP2378,65.88384001663941,94.6409533061371,55.76225763459648,1175544.9205025346,104087.25665516895,11661.895565987674,19.031316298553474,66.02568643838633,66.87423492163786,3
COMP2379,64.2875988614313,74.62523704911943,71.25404844040709,781267.4624451663,23801.15629038903,361323.69789442996,15.021273380726536,20.0,60.141864997618875,2
COMP2380,87.47126836711881,48.12095574667123,70.98628319187357,6087015.703176514,8478.76037577715,20819.0902895943,13.471825763057407,64.03711644357627,62.971782730030206,1
COMP2381,54.46074468916848,71.28483513563239,66.18686796881069,3482427.5641945736,73757.17685538426,28448.54886898447,11.720503902437642,86.62260673221806,78.0410611773643,0
COMP2382,56.60328769941866,55.25373526129198,56.09065926655255,4743662.563181768,838388.7394938132,28839.621989447238,11.198229189195294,54.30518914321846,80.71934882116918,0
COMP2383,79.09559371771394,65.15723292206171,63.277355534377264,5785097.154458306,188446.14335120656,12061.637201153482,16.49167575369819,64.11303783895808,61.30357854965745,2
COMP2384,66.32791205733955,42.347817492579495,71.28045241322779,7545582.5293581905,186558.51627442183,183712.9824000751,16.912765129063057,55.26212024542449,70.54589588912341,0
COMP2385,65.3013641510421,59.81264278618351,81.54043538682248,725291.3332422068,812894.7428352641,18712.488974908614,16.39573652753138,42.10702768025842,90.4162690534873,4
COMP2386,57.81233910980271,95.0,58.80602655056062,15403248.580843618,101420.17772069795,42519.42092282001,22.693630922775665,36.5868555372013,78.28514739411929,0
COMP2387,57.169692349369015,82.73973878322269,51.20031221462507,852654.2574230657,45439.791287105916,438064.9280359372,17.543965912295928,76.53465603446662,94.06735554093356,1
COMP2388,54.8940094245979,61.72248935370525,81.06068253199516,12443591.689808086,57323.59800069497,166096.9341015458,14.724504036180216,70.95448043657117,84.33331620088694,2
COMP2389,64.44265064471634,73.5830375566107,69.71957711845683,15295870.622223353,89539.95064128497,13305.089367874692,14.057691396425271,51.6865986854,86.34310171288924,2
COMP2390,70.74785740611414,59.48998325358392,56.89558058396993,4704555.132902843,68387.03748848358,87190.55639084207,14.250821401355726,67.25789477092621,52.08404809311725,1
COMP2391,75.3687451759423,54.13792550789785,69.9522777166917,21331735.41059942,120546.96330293862,57754.248659804034,20.441307347049477,60.722130312329675,59.526055028438876,2
COMP2392,74.88328655948266,72.0636868837648,69.27727492420917,1667861.284584581,40003.857392155944,51678.0075734957,18.779381532118016,45.066568003617625,74.82780921060365,3
COMP2393,60.04770894766226,58.96673148972435,89.6171251176218,5743647.869686988,56255.49591657068,237340.7463450876,15.272480883932232,65.6483092776078,78.56043113615654,1
COMP2394,66.22109655487382,80.0100483424019,56.24630721552017,2407385.0612789444,209472.1680763079,6402.163926377511,7.743930177549387,62.3492452281925,76.89757924039398,0
COMP2395,67.02723051525618,31.981824207789565,70.15637854884976,13722230.813109782,95786.18875326212,15714.167102649966,14.657602797308275,64.88219862445426,68.08980190895923,2
COMP2396,73.49501850702914,61.310017817467234,90.05601999444477,11515884.446541734,48532.40034841241,23101.76727885867,14.338281670890309,57.16053726871656,76.0160189852848,1
COMP2397,68.53575921838193,66.72920956778884,57.70715584329636,2031219.8253790743,36666.793198952015,115720.14136012533,20.363334132545,70.44555009915167,60.491957387557534,2
COMP2398,51.64950370568427,66.79854105318668,55.34638308258392,1297056.7391726943,19448.493503347527,88715.93911733775,12.398350571514019,65.37091236997624,93.27140288388546,4
COMP2399,69.09342476633446,89.70320834774363,66.43126155415153,34962823.47126362,46041.94299362045,8889.770173432638,15.850457206872656,51.72541472120629,86.54357020165303,4
COMP2400,77.04867983710405,58.960924328697864,61.271857311088766,976284.4877303647,5488.4762891699565,2519430.1353313983,16.927091661610913,47.766169839900584,60.93932311066759,0
COMP2401,57.34605077691583,58.8462656329888,53.100647744323666,11757072.727756578,40746.38185076654,30426.719032309262,18.976897695454053,47.53402996984882,69.0230924593464,3
COMP2402,63.39298905294273,61.77257864628929,79.85756389738955,1731143.2104728147,501885.0466822977,8708.000170586702,14.810144078598634,70.3032804081869,63.67396232745202,1
COMP2403,50.375499936368115,57.01385891490256,67.25269445527438,823183.6588536651,223423.78593297536,42230.73845477406,15.697143385822255,68.58785782946501,42.9564858251787,2
COMP2404,67.31384985446944,45.27631601222081,74.13272071689444,566591.5518867958,24833.993673768244,30032.965690170557,13.462035302855897,72.67062994021082,86.34612300960305,2
COMP2405,70.90124600109988,54.33621647217134,72.63132732162116,3585457.3657184723,119710.87240463514,44723.33414247708,11.546084501449421,79.8232386640847,74.02253845075734,3
COMP2406,62.473898306025376,54.73689872461011,70.46454043455621,799619.4209396675,186784.1244089029,20452.698309508945,17.000372686033806,63.47471236440728,52.38377272327898,0
COMP2407,40.93900915126366,74.59815309111843,62.10784426744508,2266421.6087407004,509947.9463649403,119064.74850384175,25.862653533865537,75.98905085784251,67.60080331307947,0
COMP2408,62.88709264419823,75.63722546075023,91.81867095526248,3284445.5415487094,10841.353182800847,108693.42872487282,12.894591438085996,60.58441078293286,70.60457458895581,2
COMP2409,64.92085864216762,54.78552600087702,66.98031338639744,7715989.214481017,58784.94401471505,31974.785483942866,16.739506019978187,67.07579251979043,59.76013478373822,1
COMP2410,57.578355848032636,81.55662197377993,67.20791911819435,3709571.6950428174,80733.24727939996,26884.015075486484,10.616296975392785,45.166921883387346,61.89539040242101,1
COMP2411,73.36409860049481,71.30892290899412,62.353435494513334,42013335.18921755,59183.60964111233,161299.3337348434,16.979054819425617,66.88474169812622,46.07600090695029,0
COMP2412,47.9716862065149,53.863201896918575,70.20977794457211,1490991.5698796278,292456.9760238277,78457.85603214202,14.400849472737885,77.96974845690121,89.67222735417812,0
COMP2413,38.84344394351601,54.454168673329875,76.87328021782717,765010.3512338578,389479.6481558611,28105.131112558367,14.301883696930872,72.61282722077502,72.86037385026341,2
COMP2414,38.43326414552024,66.0723793068628,66.57639206027812,1195859.9957001312,36278.336547817824,22785.768961432907,6.260932737067309,32.36350060615713,68.18147476457175,1
COMP2415,48.666750274254696,63.80474757152736,63.82209586473454,687487.9205144598,79323.86162349046,78771.45397649983,24.990370620913403,86.07214237733207,76.7523992784659,3
COMP2416,53.679529316314614,57.04971216968431,50.994859346131435,3383261.81094233,56771.54358841934,17081.281282931504,13.80424356219999,64.5603109509221,67.62644019420685,2
COMP2417,63.83521607405029,25.0,71.41298048625183,640711.107082763,111895.42878963357,357148.3770637802,13.110850126827573,39.259942444704116,80.70809024831868,2
COMP2418,64.61444115540336,90.22881164492938,48.203969736461126,114812.35244833559,61895.307218903545,125048.19970315043,18.98458089586906,78.56975639764134,74.40677893738594,1
COMP2419,62.327397613567555,52.231756682033854,63.96235541579448,7444894.099349109,87246.23617496902,34100.203189063235,12.532837121861945,73.76587183922277,69.59730071333172,0
COMP2420,67.92772235501248,55.77842972319383,72.06013752627028,30518756.34640729,259650.26467946914,8344.290569537361,16.29858239775278,76.94501815678055,57.564926593972814,1
COMP2421,61.57838682570076,31.77176463649957,67.8253490997214,5837233.0819221055,696514.194621495,50696.15084386715,16.467149567085357,59.624138061802654,90.04701045286907,0
COMP2422,48.61356770070117,78.19699612836946,64.28581808328535,8153358.176361098,332357.1568204844,24416.486836532877,19.927524398165996,71.5478376365845,68.45624800126332,0
COMP2423,47.335630923714774,59.997495621000816,58.42986853402986,412497.06733981497,38859.987388077265,16816.512828632374,19.152730238144958,90.52916185503513,67.76630381940024,1
COMP2424,66.79876108107773,63.82125292534811,64.36862148919005,684485.2920832321,101990.78844653348,99340.33171921656,18.966552661604915,58.733650187398815,73.34191572174426,4
COMP2425,59.006336901797155,74.8858513347426,67.71997254359171,5325970.378584766,693441.6482205151,13836.67861744961,14.682550043046373,61.90187953149704,50.117413664759354,0
COMP2426,58.04420143248472,67.89418733047731,57.34825826577982,489789.8609092164,120413.04320332444,7352.614871231261,12.934107341835396,57.43090013156679,51.44110881376155,0
COMP2427,72.7265126683406,33.80629384360701,60.92584248580099,1162954.3313159111,178674.77877926818,7805.709612788202,10.023649804347835,65.51114481411189,62.71525054905068,1
COMP2428,71.57718135061823,69.13941233031298,61.89410008677574,1227026.6136086427,119661.4396406821,180165.14874930333,7.022552398802143,62.432708616971695,75.67997949237595,2
COMP2429,54.19142867444833,66.37165548811603,63.653777144141586,683400.4664195565,42437.847671289666,67455.39717845929,21.26793811940907,74.70358898529967,50.01261255033722,0
COMP2430,82.79910012324025,59.336076738530075,77.99614461822057,1606745.5401545085,354555.6132760428,14198.770083480586,18.393020895651528,95.0,53.542484085278275,0
COMP2431,73.97682047575633,78.0214393179449,67.28916911242965,44056502.30431815,1039160.4561524475,54250.29334775205,20.375626587387483,80.87550777860258,65.96091892313657,1
COMP2432,51.543188987663285,58.354158590523724,66.25090897484421,16693465.9504628,49638.4222513793,52085.33254470909,12.491602182606488,59.535512765266574,76.64460307809392,3
COMP2433,62.51350125971255,83.93856325166394,54.71471950463973,1197467.6763819025,327141.7993002213,12440.248966937976,18.69072828364669,45.88208494728775,66.43058696353623,2
